Pre,Displacement,Tension,Resistance,Stutus,,0--12,4--12,8--12,,,,
25.03,10.98,43.7,,,,,,,,41.03,10.98,29.3
25.04,10.98,43.8,,,,,,,,41.04,10.98,29
25.05,10.96,43.7,,,,,,,,41.06,10.96,29
25.06,10.94,43.4,,,,,,,,41.07,10.94,28.9
25.08,10.94,43.4,,,,,,,,41.08,10.94,28.7
25.09,10.93,43.1,,,,,,,,41.09,10.93,28.8
25.1,10.91,43,,,,,,,,41.11,10.91,28.8
25.11,10.9,43.2,,,,,,,,41.12,10.9,28.6
25.12,10.89,43.2,,,,,,,,41.13,10.89,28.5
25.14,10.87,43.2,,,,,,,,41.14,10.87,28.5
25.15,10.86,42.9,,,,,,,,41.15,10.86,28.2
25.16,10.85,42.6,,,,,,,,41.17,10.85,28.1
25.17,10.84,42.7,,,,,,,,41.18,10.84,28.1
25.19,10.82,42.7,,,,,,,,41.19,10.82,28.3
25.2,10.81,42.5,,,,,,,,41.2,10.81,28.2
25.21,10.8,42.4,,,,,,,,41.22,10.8,27.9
25.22,10.78,42.5,,,,,,,,41.23,10.78,27.9
25.24,10.77,42.4,,,,,,,,41.24,10.77,27.9
25.25,10.76,42.4,,,,,,,,41.25,10.76,27.9
25.26,10.75,42.4,,,,,,,,41.27,10.75,27.7
25.27,10.73,42.1,,,,,,,,41.28,10.73,27.5
25.29,10.72,42,,,,,,,,41.29,10.72,27.5
25.3,10.71,41.9,,,,,,,,41.3,10.71,27.4
25.31,10.69,41.8,,,,,,,,41.32,10.69,27.5
25.32,10.68,41.6,,,,,,,,41.33,10.69,27.5
25.33,10.67,41.6,,,,,,,,41.34,10.67,27.3
25.35,10.65,41.9,,,,,,,,41.35,10.66,26.8
25.36,10.65,41.9,,,,,,,,41.37,10.65,27.1
25.37,10.63,41.4,,,,,,,,41.38,10.63,27.3
25.38,10.62,41.3,,,,,,,,41.39,10.62,27.2
25.4,10.6,41.4,,,,,,,,41.4,10.6,26.9
25.41,10.59,41.4,,,,,,,,41.41,10.59,26.6
25.42,10.59,41.4,,,,,,,,41.43,10.58,26.8
25.43,10.57,41.5,,,,,,,,41.44,10.57,26.8
25.45,10.55,41.1,,,,,,,,41.45,10.55,26.4
25.46,10.55,40.9,,,,,,,,41.46,10.54,26.2
25.47,10.53,41,,,,,,,,41.47,10.53,26.4
25.48,10.52,40.9,,,,,,,,41.49,10.52,26.7
25.5,10.51,40.8,,,,,,,,41.5,10.51,26.4
25.51,10.49,40.9,,,,,,,,41.51,10.49,26.1
25.52,10.48,40.7,,,,,,,,41.53,10.48,26.3
25.53,10.47,40.6,,,,,,,,41.54,10.47,26.2
25.54,10.45,40.5,,,,,,,,41.55,10.45,26.1
25.56,10.44,40.5,,,,,,,,41.56,10.44,26
25.57,10.43,40.4,,,,,,,,41.58,10.43,25.8
25.58,10.42,40.3,,,,,,,,41.59,10.42,25.8
25.59,10.4,40.2,,,,,,,,41.6,10.4,25.8
25.61,10.39,40.3,,,,,,,,41.61,10.39,25.9
25.62,10.38,40.2,,,,,,,,41.62,10.38,25.6
25.63,10.36,40.1,,,,,,,,41.64,10.36,25.5
25.64,10.35,40.3,,,,,,,,41.65,10.35,25.9
25.66,10.34,40.4,,,,,,,,41.66,10.34,25.7
25.67,10.32,40.3,,,,,,,,41.67,10.32,25.6
25.68,10.31,39.8,,,,,,,,41.69,10.31,25.5
25.69,10.3,39.8,,,,,,,,41.7,10.3,25.4
25.71,10.28,39.7,,,,,,,,41.71,10.28,25.4
25.72,10.27,39.5,,,,,,,,41.72,10.27,25.2
25.73,10.26,39.2,,,,,,,,41.74,10.26,25.1
25.74,10.25,39.2,,,,,,,,41.75,10.25,25.1
25.76,10.23,39.2,,,,,,,,41.76,10.23,24.9
25.77,10.22,39.2,,,,,,,,41.77,10.22,24.9
25.78,10.21,39.3,,,,,,,,41.79,10.21,25
25.79,10.19,39.3,,,,,,,,41.8,10.19,24.7
25.8,10.19,39,,,,,,,,41.81,10.18,24.7
25.82,10.17,38.9,,,,,,,,41.82,10.17,24.6
25.83,10.15,39.2,,,,,,,,41.84,10.15,24.6
25.84,10.15,39.1,,,,,,,,41.85,10.15,24.7
25.85,10.14,38.9,,,,,,,,41.86,10.13,24.6
25.87,10.11,38.8,,,,,,,,41.87,10.11,24.6
25.88,10.1,38.8,,,,,,,,41.88,10.1,24
25.89,10.1,38.8,,,,,,,,41.9,10.1,24.1
25.9,10.08,38.5,,,,,,,,41.91,10.08,24
25.92,10.06,38.4,,,,,,,,41.92,10.06,23.9
25.93,10.06,38.4,,,,,,,,41.93,10.06,24.1
25.94,10.05,38.5,,,,,,,,41.95,10.05,23.9
25.95,10.02,38.3,,,,,,,,41.96,10.02,23.7
25.97,10.02,38.2,,,,,,,,41.97,10.02,23.7
25.98,10,38.2,,,,,,,,41.98,10,23.5
25.99,9.98,38.2,,,,,,,,42,9.98,23.3
26,9.98,37.9,,,,,,,,42.01,9.98,23.6
26.01,9.96,37.6,,,,,,,,42.02,9.96,23.5
26.03,9.94,37.5,,,,,,,,42.03,9.94,23.1
26.04,9.94,37.7,,,,,,,,42.04,9.94,23.4
26.05,9.92,37.8,,,,,,,,42.06,9.92,23.6
26.06,9.9,37.9,,,,,,,,42.07,9.91,23.3
26.08,9.9,37.8,,,,,,,,42.08,9.9,23.1
26.09,9.89,37.9,,,,,,,,42.09,9.89,23
26.1,9.87,37.8,,,,,,,,42.11,9.87,23.1
26.11,9.85,37.7,,,,,,,,42.12,9.86,23.1
26.13,9.85,37.3,,,,,,,,42.13,9.85,23.1
26.14,9.83,37.3,,,,,,,,42.14,9.83,23.1
26.15,9.81,37.4,,,,,,,,42.15,9.81,23.1
26.16,9.81,37.5,,,,,,,,42.17,9.81,23
26.18,9.79,37.2,,,,,,,,42.18,9.79,22.7
26.19,9.77,37.2,,,,,,,,42.19,9.77,22.8
26.2,9.77,36.9,,,,,,,,42.21,9.77,23
26.21,9.75,36.8,,,,,,,,42.22,9.75,22.7
26.22,9.73,36.9,,,,,,,,42.23,9.74,22.7
26.24,9.73,37,,,,,,,,42.24,9.73,22.4
26.25,9.72,37.1,,,,,,,,42.26,9.72,22.3
26.26,9.7,37,,,,,,,,42.27,9.7,22.3
26.27,9.69,36.8,,,,,,,,42.28,9.69,22.6
26.29,9.68,36.6,,,,,,,,42.29,9.68,22.3
26.3,9.66,36.5,,,,,,,,42.3,9.66,22
26.31,9.65,36.6,,,,,,,,42.32,9.65,22.2
26.32,9.64,36.6,,,,,,,,42.33,9.64,22.2
26.34,9.63,36.5,,,,,,,,42.34,9.63,22.2
26.35,9.61,36.6,,,,,,,,42.35,9.61,21.9
26.36,9.6,36.4,,,,,,,,42.37,9.6,21.9
26.37,9.59,36.4,,,,,,,,42.38,9.59,21.9
26.39,9.57,36.2,,,,,,,,42.39,9.58,21.8
26.4,9.56,36.2,,,,,,,,42.4,9.56,21.7
26.41,9.55,36.1,,,,,,,,42.42,9.55,21.6
26.42,9.54,36.1,,,,,,,,42.43,9.54,21.6
26.44,9.52,36.2,,,,,,,,42.44,9.52,21.7
26.45,9.51,35.9,,,,,,,,42.45,9.51,21.7
26.46,9.5,36,,,,,,,,42.46,9.5,21.6
26.47,9.48,36.1,,,,,,,,42.48,9.48,21.4
26.48,9.47,35.8,,,,,,,,42.49,9.47,21.3
26.5,9.46,36,,,,,,,,42.5,9.46,21.4
26.51,9.44,36,,,,,,,,42.52,9.44,21.5
26.52,9.43,35.9,,,,,,,,42.53,9.43,21.3
26.53,9.42,35.6,,,,,,,,42.54,9.42,21.1
26.55,9.41,35.6,,,,,,,,42.55,9.41,20.9
26.56,9.4,35.3,,,,,,,,42.56,9.4,21.3
26.57,9.38,35.2,,,,,,,,42.58,9.38,21.3
26.58,9.37,35.2,,,,,,,,42.59,9.37,21
26.6,9.35,35.2,,,,,,,,42.6,9.35,20.8
26.61,9.34,35.1,,,,,,,,42.61,9.34,20.8
26.62,9.33,35.3,,,,,,,,42.63,9.33,20.8
26.63,9.32,35.2,,,,,,,,42.64,9.32,20.9
26.65,9.3,34.9,,,,,,,,42.65,9.3,20.7
26.66,9.29,34.9,,,,,,,,42.66,9.3,20.6
26.67,9.28,35,,,,,,,,42.67,9.28,20.6
26.68,9.26,34.8,,,,,,,,42.69,9.27,20.5
26.69,9.25,34.8,,,,,,,,42.7,9.26,20.6
26.71,9.24,34.9,,,,,,,,42.71,9.24,20.4
26.72,9.23,34.9,,,,,,,,42.72,9.23,20.6
26.73,9.22,34.6,,,,,,,,42.74,9.22,20.7
26.74,9.2,34.6,,,,,,,,42.75,9.21,20.5
26.76,9.19,34.5,,,,,,,,42.76,9.19,20.3
26.77,9.18,34.4,,,,,,,,42.77,9.18,20.1
26.78,9.17,34.4,,,,,,,,42.79,9.17,20.1
26.79,9.15,34.4,,,,,,,,42.8,9.15,19.9
26.81,9.14,34.3,,,,,,,,42.81,9.14,19.7
26.82,9.13,34.3,,,,,,,,42.82,9.13,19.7
26.83,9.11,34.3,,,,,,,,42.84,9.11,19.8
26.84,9.1,34.3,,,,,,,,42.85,9.1,19.7
26.86,9.09,34.2,,,,,,,,42.86,9.09,19.7
26.87,9.08,34.1,,,,,,,,42.87,9.08,19.5
26.88,9.06,34.2,,,,,,,,42.88,9.06,19.4
26.89,9.06,33.9,,,,,,,,42.9,9.06,19.4
26.9,9.04,33.9,,,,,,,,42.91,9.04,19.3
26.92,9.02,33.9,,,,,,,,42.92,9.02,19.4
26.93,9.02,33.7,,,,,,,,42.93,9.02,19.5
26.94,9,33.9,,,,,,,,42.95,9,19.5
26.95,8.98,33.7,,,,,,,,42.96,8.98,19.5
26.97,8.98,33.6,,,,,,,,42.97,8.98,19.1
26.98,8.96,33.6,,,,,,,,42.98,8.96,19
26.99,8.94,33.3,,,,,,,,43,8.94,19
27,8.94,33.4,,,,,,,,43.01,8.94,19.2
27.02,8.93,33.5,,,,,,,,43.02,8.93,19.2
27.03,8.91,33.4,,,,,,,,43.03,8.9,19
27.04,8.9,33.4,,,,,,,,43.04,8.9,19.2
27.05,8.89,33.3,,,,,,,,43.06,8.89,19.3
27.07,8.87,33.2,,,,,,,,43.07,8.87,19
27.08,8.86,33,,,,,,,,43.08,8.86,19
27.09,8.85,33.1,,,,,,,,43.1,8.85,18.9
27.1,8.83,33,,,,,,,,43.11,8.83,18.7
27.12,8.81,32.9,,,,,,,,43.12,8.82,18.8
27.13,8.81,32.9,,,,,,,,43.13,8.81,18.7
27.14,8.79,32.8,,,,,,,,43.14,8.79,18.7
27.15,8.77,32.8,,,,,,,,43.16,8.77,18.6
27.17,8.77,32.8,,,,,,,,43.17,8.77,18.4
27.18,8.75,32.9,,,,,,,,43.18,8.75,18.5
27.19,8.74,32.5,,,,,,,,43.19,8.74,18.5
27.2,8.73,32.5,,,,,,,,43.21,8.73,18.4
27.21,8.71,32.7,,,,,,,,43.22,8.71,18.3
27.23,8.7,32.4,,,,,,,,43.23,8.7,18.2
27.24,8.69,32.3,,,,,,,,43.24,8.69,18.5
27.25,8.68,32.6,,,,,,,,43.26,8.68,18.5
27.26,8.66,32.6,,,,,,,,43.27,8.66,18.1
27.28,8.65,32.5,,,,,,,,43.28,8.65,18
27.29,8.64,32.3,,,,,,,,43.29,8.64,18
27.3,8.62,32.1,,,,,,,,43.31,8.62,17.8
27.31,8.61,32,,,,,,,,43.32,8.61,17.9
27.33,8.6,32,,,,,,,,43.33,8.6,17.7
27.34,8.59,32.1,,,,,,,,43.34,8.59,17.6
27.35,8.57,32.1,,,,,,,,43.35,8.57,17.7
27.36,8.56,32.1,,,,,,,,43.37,8.56,17.8
27.37,8.55,32.1,,,,,,,,43.38,8.55,17.5
27.39,8.53,31.9,,,,,,,,43.39,8.53,17.5
27.4,8.52,32,,,,,,,,43.4,8.52,17.4
27.41,8.51,32,,,,,,,,43.42,8.51,17.1
27.42,8.5,31.8,,,,,,,,43.43,8.5,17.5
27.44,8.48,31.7,,,,,,,,43.44,8.48,17.5
27.45,8.47,31.6,,,,,,,,43.45,8.47,17.2
27.46,8.46,31.5,,,,,,,,43.47,8.46,17.1
27.47,8.44,31.4,,,,,,,,43.48,8.44,17
27.49,8.43,31.4,,,,,,,,43.49,8.43,17.3
27.5,8.42,31.4,,,,,,,,43.5,8.42,17.3
27.51,8.4,31.4,,,,,,,,43.52,8.41,16.9
27.52,8.4,31.6,,,,,,,,43.53,8.39,16.9
27.54,8.38,31.6,,,,,,,,43.54,8.38,16.9
27.55,8.37,31.4,,,,,,,,43.55,8.37,16.9
27.56,8.35,31.2,,,,,,,,43.56,8.35,16.7
27.57,8.34,31,,,,,,,,43.58,8.34,16.7
27.58,8.33,31.1,,,,,,,,43.59,8.34,16.8
27.6,8.31,31.3,,,,,,,,43.6,8.32,17
27.61,8.3,31.2,,,,,,,,43.61,8.31,16.7
27.62,8.3,30.9,,,,,,,,43.63,8.3,16.6
27.63,8.28,30.8,,,,,,,,43.64,8.28,16.7
27.65,8.27,30.9,,,,,,,,43.65,8.27,16.7
27.66,8.26,30.9,,,,,,,,43.66,8.26,16.5
27.67,8.24,30.8,,,,,,,,43.68,8.25,16.4
27.68,8.23,30.7,,,,,,,,43.69,8.23,16.6
27.7,8.22,30.7,,,,,,,,43.7,8.22,16.4
27.71,8.21,30.6,,,,,,,,43.71,8.21,16.4
27.72,8.19,30.5,,,,,,,,43.72,8.19,16.3
27.73,8.18,30.6,,,,,,,,43.74,8.18,16.1
27.75,8.17,30.4,,,,,,,,43.75,8.17,16
27.76,8.15,30.4,,,,,,,,43.76,8.15,16
27.77,8.14,30.5,,,,,,,,43.77,8.14,15.9
27.78,8.13,30.2,,,,,,,,43.79,8.13,15.9
27.8,8.11,30.3,,,,,,,,43.8,8.11,16.1
27.81,8.1,30.3,,,,,,,,43.81,8.1,16
27.82,8.09,30.3,,,,,,,,43.82,8.1,16
27.83,8.07,30.1,,,,,,,,43.84,8.08,15.9
27.84,8.06,29.9,,,,,,,,43.85,8.06,15.6
27.86,8.05,29.9,,,,,,,,43.86,8.06,15.4
27.87,8.03,29.8,,,,,,,,43.87,8.04,15.4
27.88,8.02,30,,,,,,,,43.89,8.02,15.5
27.89,8.02,29.9,,,,,,,,43.9,8.02,15.6
27.91,8,29.7,,,,,,,,43.91,8,15.6
27.92,7.99,29.7,,,,,,,,43.92,7.99,15.5
27.93,7.98,29.6,,,,,,,,43.94,7.98,15.3
27.94,7.96,29.6,,,,,,,,43.95,7.96,14.9
27.95,7.95,29.5,,,,,,,,43.96,7.95,15
27.97,7.94,29.5,,,,,,,,43.97,7.94,15.2
27.98,7.92,29.5,,,,,,,,43.98,7.92,15.2
27.99,7.91,29.6,,,,,,,,44,7.91,15.1
28.01,7.9,29.4,,,,,,,,44.01,7.9,14.9
28.02,7.89,29.5,,,,,,,,44.02,7.89,14.8
28.03,7.86,29.4,,,,,,,,44.03,7.87,14.9
28.04,7.86,29.2,,,,,,,,44.05,7.86,14.8
28.05,7.84,29.1,,,,,,,,44.06,7.84,14.9
28.07,7.83,29,,,,,,,,44.07,7.83,14.7
28.08,7.82,29.4,,,,,,,,44.08,7.82,14.6
28.09,7.8,29.4,,,,,,,,44.1,7.8,14.9
28.1,7.79,29.3,,,,,,,,44.11,7.79,15
28.12,7.78,29.1,,,,,,,,44.12,7.78,14.8
28.13,7.76,29.1,,,,,,,,44.13,7.77,14.6
28.14,7.75,29.2,,,,,,,,44.15,7.75,14.8
28.15,7.74,28.9,,,,,,,,44.16,7.74,14.8
28.17,7.73,28.7,,,,,,,,44.17,7.73,14.5
28.18,7.71,28.4,,,,,,,,44.18,7.72,14.2
28.19,7.7,28.7,,,,,,,,44.19,7.7,14.4
28.2,7.69,29,,,,,,,,44.21,7.69,14.6
28.21,7.68,28.8,,,,,,,,44.22,7.68,14.4
28.23,7.66,28.7,,,,,,,,44.23,7.66,14.3
28.24,7.65,28.8,,,,,,,,44.24,7.66,14.4
28.25,7.64,28.6,,,,,,,,44.26,7.64,14.3
28.26,7.63,28.7,,,,,,,,44.27,7.63,14.2
28.28,7.61,28.4,,,,,,,,44.28,7.61,13.9
28.29,7.6,28.4,,,,,,,,44.29,7.61,14
28.3,7.59,28.5,,,,,,,,44.31,7.59,13.9
28.31,7.57,28.3,,,,,,,,44.32,7.57,13.9
28.33,7.56,28.1,,,,,,,,44.33,7.57,14
28.34,7.55,28.3,,,,,,,,44.34,7.55,13.9
28.35,7.53,28.2,,,,,,,,44.36,7.54,14
28.36,7.53,27.8,,,,,,,,44.37,7.53,13.7
28.38,7.51,28,,,,,,,,44.38,7.51,13.8
28.39,7.5,28.2,,,,,,,,44.39,7.5,13.7
28.4,7.49,28.1,,,,,,,,44.4,7.49,13.6
28.41,7.47,27.7,,,,,,,,44.42,7.47,13.7
28.42,7.46,27.7,,,,,,,,44.43,7.46,13.7
28.44,7.45,27.6,,,,,,,,44.44,7.45,13.6
28.45,7.43,28,,,,,,,,44.45,7.43,13.4
28.46,7.42,27.8,,,,,,,,44.47,7.42,13.1
28.48,7.41,27.6,,,,,,,,44.48,7.41,13.2
28.49,7.4,27.8,,,,,,,,44.49,7.4,13.1
28.5,7.38,27.7,,,,,,,,44.5,7.38,13.3
28.51,7.37,27.5,,,,,,,,44.52,7.37,13.2
28.52,7.36,27.4,,,,,,,,44.53,7.36,13.1
28.54,7.34,27.4,,,,,,,,44.54,7.34,13.2
28.55,7.33,27.4,,,,,,,,44.55,7.33,13.4
28.56,7.32,27.5,,,,,,,,44.56,7.32,13.3
28.57,7.3,27.5,,,,,,,,44.58,7.3,13.1
28.59,7.29,27.5,,,,,,,,44.59,7.29,13
28.6,7.28,27.3,,,,,,,,44.6,7.28,13
28.61,7.26,27.2,,,,,,,,44.62,7.26,12.9
28.62,7.25,27.2,,,,,,,,44.63,7.25,12.9
28.63,7.24,26.9,,,,,,,,44.64,7.24,12.8
28.65,7.22,26.8,,,,,,,,44.65,7.22,12.8
28.66,7.22,27.1,,,,,,,,44.66,7.22,12.8
28.67,7.2,27.1,,,,,,,,44.68,7.2,12.8
28.68,7.19,26.9,,,,,,,,44.69,7.19,12.7
28.7,7.18,27.1,,,,,,,,44.7,7.18,12.7
28.71,7.16,26.9,,,,,,,,44.71,7.17,12.6
28.72,7.15,26.6,,,,,,,,44.72,7.15,12.8
28.73,7.14,26.7,,,,,,,,44.74,7.14,12.7
28.75,7.13,26.8,,,,,,,,44.75,7.13,12.4
28.76,7.11,26.7,,,,,,,,44.76,7.11,12.3
28.77,7.09,26.7,,,,,,,,44.78,7.1,12.2
28.78,7.09,26.4,,,,,,,,44.79,7.09,12.1
28.8,7.07,26.3,,,,,,,,44.8,7.07,11.9
28.81,7.06,26.4,,,,,,,,44.81,7.06,12
28.82,7.05,26.6,,,,,,,,44.83,7.05,12
28.83,7.03,26.8,,,,,,,,44.84,7.03,12
28.85,7.02,26.5,,,,,,,,44.85,7.02,12
28.86,7.01,26.3,,,,,,,,44.86,7.01,12
28.87,7,26.4,,,,,,,,44.87,7,11.7
28.88,6.98,26.2,,,,,,,,44.89,6.98,12
28.89,6.97,26.1,,,,,,,,44.9,6.97,11.9
28.91,6.96,26.2,,,,,,,,44.91,6.96,11.6
28.92,6.94,26.1,,,,,,,,44.92,6.94,11.8
28.93,6.93,25.9,,,,,,,,44.94,6.93,11.5
28.94,6.92,25.7,,,,,,,,44.95,6.92,11.6
28.96,6.9,25.7,,,,,,,,44.96,6.91,11.9
28.97,6.89,25.7,,,,,,,,44.97,6.9,11.8
28.98,6.88,25.7,,,,,,,,44.99,6.88,11.5
29,6.86,25.7,,,,,,,,45,6.86,11.5
29.01,6.85,25.6,,,,,,,,45.01,6.86,11.6
29.02,6.84,25.9,,,,,,,,45.02,6.84,11.6
29.03,6.82,25.7,,,,,,,,45.04,6.83,11.3
29.04,6.82,25.5,,,,,,,,45.05,6.82,11.2
29.06,6.8,25.5,,,,,,,,45.06,6.8,11.2
29.07,6.78,25,,,,,,,,45.07,6.79,11.4
29.08,6.78,25,,,,,,,,45.08,6.78,11.3
29.09,6.76,25.1,,,,,,,,45.1,6.76,11.2
29.1,6.75,25.2,,,,,,,,45.11,6.75,11.2
29.12,6.74,25.2,,,,,,,,45.12,6.74,11.2
29.13,6.73,25.3,,,,,,,,45.13,6.73,11.1
29.14,6.71,25.4,,,,,,,,45.15,6.71,11.1
29.15,6.7,25.3,,,,,,,,45.16,6.7,10.9
29.17,6.69,25.1,,,,,,,,45.17,6.69,10.7
29.18,6.68,25.2,,,,,,,,45.18,6.68,10.9
29.19,6.67,25,,,,,,,,45.2,6.67,10.8
29.2,6.65,24.9,,,,,,,,45.21,6.66,10.8
29.22,6.64,25,,,,,,,,45.22,6.64,10.8
29.23,6.63,25,,,,,,,,45.23,6.63,11
29.24,6.61,24.9,,,,,,,,45.25,6.61,11
29.25,6.6,24.7,,,,,,,,45.26,6.61,10.6
29.27,6.59,24.5,,,,,,,,45.27,6.59,10.6
29.28,6.57,24.5,,,,,,,,45.28,6.58,10.7
29.29,6.56,24.7,,,,,,,,45.29,6.57,10.5
29.3,6.55,24.8,,,,,,,,45.31,6.55,10.1
29.31,6.54,24.7,,,,,,,,45.32,6.54,10.4
29.33,6.53,24.7,,,,,,,,45.33,6.53,10.7
29.34,6.51,24.6,,,,,,,,45.34,6.51,10.2
29.35,6.5,24.4,,,,,,,,45.36,6.5,10.2
29.36,6.49,24.2,,,,,,,,45.37,6.49,10.3
29.38,6.47,24.2,,,,,,,,45.38,6.47,10.2
29.39,6.46,24.3,,,,,,,,45.39,6.46,10.2
29.4,6.45,24.3,,,,,,,,45.4,6.45,10.1
29.42,6.44,24.4,,,,,,,,45.42,6.44,10.2
29.43,6.42,24.2,,,,,,,,45.43,6.42,10.3
29.44,6.41,24.2,,,,,,,,45.44,6.41,10.2
29.45,6.4,24.2,,,,,,,,45.46,6.4,10.2
29.46,6.38,24,,,,,,,,45.47,6.38,9.9
29.48,6.37,24.3,,,,,,,,45.48,6.37,9.8
29.49,6.36,24.2,,,,,,,,45.49,6.36,9.8
29.5,6.34,24,,,,,,,,45.51,6.34,9.8
29.51,6.33,23.8,,,,,,,,45.52,6.33,9.6
29.53,6.32,23.9,,,,,,,,45.53,6.32,9.3
29.54,6.3,24,,,,,,,,45.54,6.3,9.7
29.55,6.29,23.7,,,,,,,,45.55,6.29,9.7
29.56,6.28,23.6,,,,,,,,45.57,6.28,9.3
29.57,6.26,23.8,,,,,,,,45.58,6.26,9.5
29.59,6.25,23.8,,,,,,,,45.59,6.26,9.5
29.6,6.24,23.7,,,,,,,,45.6,6.24,9.3
29.61,6.22,23.5,,,,,,,,45.62,6.23,9.4
29.62,6.22,23.7,,,,,,,,45.63,6.22,9.5
29.64,6.2,23.8,,,,,,,,45.64,6.2,9.2
29.65,6.19,23.5,,,,,,,,45.65,6.19,9.1
29.66,6.18,23.3,,,,,,,,45.66,6.18,9.3
29.67,6.16,23.4,,,,,,,,45.68,6.17,9.3
29.69,6.15,23.3,,,,,,,,45.69,6.15,9.2
29.7,6.14,23,,,,,,,,45.7,6.14,9
29.71,6.12,23.1,,,,,,,,45.72,6.13,9.1
29.72,6.11,23.1,,,,,,,,45.73,6.11,9.1
29.74,6.1,23.2,,,,,,,,45.74,6.1,8.9
29.75,6.09,22.8,,,,,,,,45.75,6.09,8.7
29.76,6.07,22.6,,,,,,,,45.76,6.07,8.7
29.77,6.06,22.8,,,,,,,,45.78,6.06,8.8
29.78,6.05,23.1,,,,,,,,45.79,6.05,8.8
29.8,6.03,23.2,,,,,,,,45.8,6.03,8.7
29.81,6.02,23.1,,,,,,,,45.81,6.02,8.7
29.82,6.01,22.9,,,,,,,,45.83,6.01,8.7
29.83,5.99,22.7,,,,,,,,45.84,5.99,8.6
29.85,5.98,22.7,,,,,,,,45.85,5.98,8.5
29.86,5.97,22.9,,,,,,,,45.86,5.97,8.4
29.87,5.95,23,,,,,,,,45.87,5.96,8.4
29.88,5.94,22.8,,,,,,,,45.89,5.94,8.5
29.9,5.93,22.4,,,,,,,,45.9,5.93,8.4
29.91,5.91,22.1,,,,,,,,45.91,5.92,8.2
29.92,5.9,22.1,,,,,,,,45.93,5.9,8.3
29.93,5.89,22.4,,,,,,,,45.94,5.89,8.1
29.95,5.87,22.2,,,,,,,,45.95,5.88,8.2
29.96,5.86,22.1,,,,,,,,45.96,5.86,8.3
29.97,5.84,22.3,,,,,,,,45.97,5.85,8.2
29.98,5.83,22.3,,,,,,,,45.99,5.84,8
30,5.82,22.4,,,,,,,,46,5.82,7.8
30.01,5.8,22.1,,,,,,,,46.01,5.81,7.8
30.02,5.79,22,,,,,,,,46.02,5.8,8
30.03,5.78,21.8,,,,,,,,46.04,5.78,7.8
30.04,5.76,21.9,,,,,,,,46.05,5.76,7.6
30.06,5.76,22.1,,,,,,,,46.06,5.76,7.5
30.07,5.74,21.9,,,,,,,,46.07,5.74,7.5
30.08,5.73,21.8,,,,,,,,46.08,5.73,7.6
30.09,5.72,21.8,,,,,,,,46.1,5.72,7.3
30.11,5.7,21.8,,,,,,,,46.11,5.7,7.5
30.12,5.69,21.7,,,,,,,,46.12,5.69,7.5
30.13,5.68,21.7,,,,,,,,46.13,5.68,7.6
30.14,5.66,21.5,,,,,,,,46.15,5.67,7.5
30.16,5.65,21.4,,,,,,,,46.16,5.65,7.4
30.17,5.64,21.5,,,,,,,,46.17,5.64,7.5
30.18,5.63,21.7,,,,,,,,46.18,5.63,7.7
30.19,5.61,21.7,,,,,,,,46.2,5.61,7.5
30.21,5.6,21.7,,,,,,,,46.21,5.61,7.1
30.22,5.59,21.5,,,,,,,,46.22,5.59,7
30.23,5.57,21.4,,,,,,,,46.23,5.57,7.2
30.24,5.57,21.4,,,,,,,,46.25,5.57,7.4
30.25,5.55,21.4,,,,,,,,46.26,5.55,7.4
30.27,5.53,21.2,,,,,,,,46.27,5.53,7.2
30.28,5.53,21.1,,,,,,,,46.28,5.53,7
30.29,5.51,21.2,,,,,,,,46.29,5.51,7.1
30.3,5.5,21.2,,,,,,,,46.31,5.5,7.1
30.32,5.49,21.2,,,,,,,,46.32,5.49,7
30.33,5.48,21.3,,,,,,,,46.33,5.48,6.8
30.34,5.46,21.2,,,,,,,,46.34,5.46,6.6
30.35,5.45,20.9,,,,,,,,46.36,5.45,6.6
30.37,5.44,21.2,,,,,,,,46.37,5.44,6.5
30.38,5.42,21.2,,,,,,,,46.38,5.42,6.6
30.39,5.41,20.8,,,,,,,,46.39,5.41,6.8
30.4,5.4,21,,,,,,,,46.41,5.4,6.8
30.42,5.38,21.1,,,,,,,,46.42,5.38,6.8
30.43,5.36,20.8,,,,,,,,46.43,5.37,6.8
30.44,5.36,20.7,,,,,,,,46.44,5.36,6.6
30.45,5.34,20.6,,,,,,,,46.46,5.34,6.4
30.46,5.32,20.5,,,,,,,,46.47,5.32,6.4
30.48,5.32,20.6,,,,,,,,46.48,5.32,6.3
30.49,5.3,20.6,,,,,,,,46.49,5.3,6.3
30.5,5.28,20.3,,,,,,,,46.51,5.29,6.6
30.51,5.28,20.2,,,,,,,,46.52,5.28,6.4
30.53,5.26,20.3,,,,,,,,46.53,5.26,6.3
30.54,5.25,20.1,,,,,,,,46.54,5.25,6.2
30.55,5.24,20.2,,,,,,,,46.55,5.24,6.1
30.56,5.23,20.3,,,,,,,,46.57,5.23,6.1
30.58,5.21,20.3,,,,,,,,46.58,5.21,6.4
30.59,5.2,20.1,,,,,,,,46.59,5.2,5.9
30.6,5.19,19.9,,,,,,,,46.6,5.19,6
30.61,5.17,19.9,,,,,,,,46.62,5.17,6.1
30.63,5.16,19.9,,,,,,,,46.63,5.17,6
30.64,5.15,19.9,,,,,,,,46.64,5.15,5.8
30.65,5.14,20,,,,,,,,46.65,5.14,5.5
